absorber_thickness,defect_density,series_resistance,shunt_resistance,PCE (%)
8.00E-01,1.00E+13,5.00E+00,1.00E+05,2.68E+01
8.00E-01,1.00E+13,5.00E+00,1.00E+06,2.69E+01
8.00E-01,1.00E+13,5.00E+00,1.00E+07,2.69E+01
8.00E-01,1.00E+14,5.00E+00,1.00E+02,1.36E+01
8.00E-01,1.00E+14,5.00E+00,1.00E+03,2.43E+01
8.00E-01,1.00E+14,5.00E+00,1.00E+04,2.54E+01
8.00E-01,1.00E+14,5.00E+00,1.00E+05,2.55E+01
8.00E-01,1.00E+14,5.00E+00,1.00E+06,2.55E+01
8.00E-01,1.00E+14,5.00E+00,1.00E+07,2.55E+01
8.00E-01,1.00E+15,5.00E+00,1.00E+02,1.32E+01
8.00E-01,1.00E+15,5.00E+00,1.00E+03,2.28E+01
8.00E-01,1.00E+15,5.00E+00,1.00E+04,2.37E+01
8.00E-01,1.00E+15,5.00E+00,1.00E+05,2.38E+01
8.00E-01,1.00E+15,5.00E+00,1.00E+06,2.38E+01
8.00E-01,1.00E+15,5.00E+00,1.00E+07,2.38E+01
8.00E-01,1.00E+16,5.00E+00,1.00E+02,1.20E+01
8.00E-01,1.00E+16,5.00E+00,1.00E+03,2.00E+01
8.00E-01,1.00E+16,5.00E+00,1.00E+04,2.09E+01
8.00E-01,1.00E+16,5.00E+00,1.00E+05,2.09E+01
8.00E-01,1.00E+16,5.00E+00,1.00E+06,2.10E+01
8.00E-01,1.00E+16,5.00E+00,1.00E+07,2.10E+01
8.00E-01,1.00E+17,5.00E+00,1.00E+02,9.63E+00
8.00E-01,1.00E+17,5.00E+00,1.00E+03,1.54E+01
8.00E-01,1.00E+17,5.00E+00,1.00E+04,1.60E+01
8.00E-01,1.00E+17,5.00E+00,1.00E+05,1.60E+01
8.00E-01,1.00E+17,5.00E+00,1.00E+06,1.60E+01
8.00E-01,1.00E+17,5.00E+00,1.00E+07,1.60E+01
9.00E-01,1.00E+13,5.00E+00,1.00E+02,1.40E+01
9.00E-01,1.00E+13,5.00E+00,1.00E+03,2.57E+01
9.00E-01,1.00E+13,5.00E+00,1.00E+04,2.69E+01
9.00E-01,1.00E+13,5.00E+00,1.00E+05,2.70E+01
9.00E-01,1.00E+13,5.00E+00,1.00E+06,2.70E+01
9.00E-01,1.00E+13,5.00E+00,1.00E+07,2.70E+01
9.00E-01,1.00E+14,5.00E+00,1.00E+02,1.38E+01
9.00E-01,1.00E+14,5.00E+00,1.00E+03,2.45E+01
9.00E-01,1.00E+14,5.00E+00,1.00E+04,2.55E+01
9.00E-01,1.00E+14,5.00E+00,1.00E+05,2.56E+01
9.00E-01,1.00E+14,5.00E+00,1.00E+06,2.56E+01
9.00E-01,1.00E+14,5.00E+00,1.00E+07,2.57E+01
9.00E-01,1.00E+15,5.00E+00,1.00E+02,1.34E+01
9.00E-01,1.00E+15,5.00E+00,1.00E+03,2.29E+01
9.00E-01,1.00E+15,5.00E+00,1.00E+04,2.38E+01
9.00E-01,1.00E+15,5.00E+00,1.00E+05,2.39E+01
9.00E-01,1.00E+15,5.00E+00,1.00E+06,2.39E+01
9.00E-01,1.00E+15,5.00E+00,1.00E+07,2.39E+01
9.00E-01,1.00E+16,5.00E+00,1.00E+02,1.20E+01
9.00E-01,1.00E+16,5.00E+00,1.00E+03,2.00E+01
9.00E-01,1.00E+16,5.00E+00,1.00E+04,2.08E+01
9.00E-01,1.00E+16,5.00E+00,1.00E+05,2.09E+01
9.00E-01,1.00E+16,5.00E+00,1.00E+06,2.09E+01
9.00E-01,1.00E+16,5.00E+00,1.00E+07,2.09E+01
9.00E-01,1.00E+17,5.00E+00,1.00E+02,9.60E+00
9.00E-01,1.00E+17,5.00E+00,1.00E+03,1.53E+01
9.00E-01,1.00E+17,5.00E+00,1.00E+04,1.59E+01
9.00E-01,1.00E+17,5.00E+00,1.00E+05,1.60E+01
9.00E-01,1.00E+17,5.00E+00,1.00E+06,1.60E+01
9.00E-01,1.00E+17,5.00E+00,1.00E+07,1.60E+01
1.00E+00,1.00E+13,5.00E+00,1.00E+02,1.42E+01
1.00E+00,1.00E+13,5.00E+00,1.00E+03,2.59E+01
1.00E+00,1.00E+13,5.00E+00,1.00E+04,2.70E+01
1.00E+00,1.00E+13,5.00E+00,1.00E+05,2.71E+01
1.00E+00,1.00E+13,5.00E+00,1.00E+06,2.71E+01
1.00E+00,1.00E+13,5.00E+00,1.00E+07,2.71E+01
1.00E+00,1.00E+14,5.00E+00,1.00E+02,1.40E+01
1.00E+00,1.00E+14,5.00E+00,1.00E+03,2.46E+01
1.00E+00,1.00E+14,5.00E+00,1.00E+04,2.56E+01
1.00E+00,1.00E+14,5.00E+00,1.00E+05,2.57E+01
1.00E+00,1.00E+14,5.00E+00,1.00E+06,2.57E+01
1.00E+00,1.00E+14,5.00E+00,1.00E+07,2.57E+01
1.00E+00,1.00E+15,5.00E+00,1.00E+02,1.35E+01
1.00E+00,1.00E+15,5.00E+00,1.00E+03,2.29E+01
1.00E+00,1.00E+15,5.00E+00,1.00E+04,2.39E+01
1.00E+00,1.00E+15,5.00E+00,1.00E+05,2.40E+01
1.00E+00,1.00E+15,5.00E+00,1.00E+06,2.40E+01
1.00E+00,1.00E+15,5.00E+00,1.00E+07,2.40E+01
1.00E+00,1.00E+16,5.00E+00,1.00E+02,1.20E+01
1.00E+00,1.00E+16,5.00E+00,1.00E+03,1.99E+01
1.00E+00,1.00E+16,5.00E+00,1.00E+04,2.07E+01
1.00E+00,1.00E+16,5.00E+00,1.00E+05,2.08E+01
1.00E+00,1.00E+16,5.00E+00,1.00E+06,2.08E+01
1.00E+00,1.00E+16,5.00E+00,1.00E+07,2.08E+01
1.00E+00,1.00E+17,5.00E+00,1.00E+02,9.58E+00
1.00E+00,1.00E+17,5.00E+00,1.00E+03,1.53E+01
1.00E+00,1.00E+17,5.00E+00,1.00E+04,1.59E+01
1.00E+00,1.00E+17,5.00E+00,1.00E+05,1.60E+01
1.00E+00,1.00E+17,5.00E+00,1.00E+06,1.60E+01
1.00E+00,1.00E+17,5.00E+00,1.00E+07,1.60E+01
1.10E+00,1.00E+13,5.00E+00,1.00E+02,1.43E+01
1.10E+00,1.00E+13,5.00E+00,1.00E+03,2.59E+01
1.10E+00,1.00E+13,5.00E+00,1.00E+04,2.71E+01
1.10E+00,1.00E+13,5.00E+00,1.00E+05,2.72E+01
1.10E+00,1.00E+13,5.00E+00,1.00E+06,2.72E+01
1.10E+00,1.00E+13,5.00E+00,1.00E+07,2.72E+01
1.10E+00,1.00E+14,5.00E+00,1.00E+02,1.41E+01
1.10E+00,1.00E+14,5.00E+00,1.00E+03,2.46E+01
1.10E+00,1.00E+14,5.00E+00,1.00E+04,2.57E+01
1.10E+00,1.00E+14,5.00E+00,1.00E+05,2.58E+01
1.10E+00,1.00E+14,5.00E+00,1.00E+06,2.58E+01
1.10E+00,1.00E+14,5.00E+00,1.00E+07,2.58E+01
1.10E+00,1.00E+15,5.00E+00,1.00E+02,1.36E+01
1.10E+00,1.00E+15,5.00E+00,1.00E+03,2.30E+01
1.10E+00,1.00E+15,5.00E+00,1.00E+04,2.39E+01
1.10E+00,1.00E+15,5.00E+00,1.00E+05,2.40E+01
1.10E+00,1.00E+15,5.00E+00,1.00E+06,2.40E+01
1.10E+00,1.00E+15,5.00E+00,1.00E+07,2.40E+01
1.10E+00,1.00E+16,5.00E+00,1.00E+02,1.19E+01
1.10E+00,1.00E+16,5.00E+00,1.00E+03,1.99E+01
1.10E+00,1.00E+16,5.00E+00,1.00E+04,2.07E+01
1.10E+00,1.00E+16,5.00E+00,1.00E+05,2.08E+01
1.10E+00,1.00E+16,5.00E+00,1.00E+06,2.08E+01
1.10E+00,1.00E+16,5.00E+00,1.00E+07,2.08E+01
1.10E+00,1.00E+17,5.00E+00,1.00E+02,9.57E+00
1.10E+00,1.00E+17,5.00E+00,1.00E+03,1.53E+01
1.10E+00,1.00E+17,5.00E+00,1.00E+04,1.59E+01
1.10E+00,1.00E+17,5.00E+00,1.00E+05,1.60E+01
1.10E+00,1.00E+17,5.00E+00,1.00E+06,1.60E+01
1.10E+00,1.00E+17,5.00E+00,1.00E+07,1.60E+01
1.20E+00,1.00E+13,5.00E+00,1.00E+02,1.44E+01
1.20E+00,1.00E+13,5.00E+00,1.00E+03,2.60E+01
1.20E+00,1.00E+13,5.00E+00,1.00E+04,2.71E+01
1.20E+00,1.00E+13,5.00E+00,1.00E+05,2.72E+01
1.20E+00,1.00E+13,5.00E+00,1.00E+06,2.73E+01
1.20E+00,1.00E+13,5.00E+00,1.00E+07,2.73E+01
1.20E+00,1.00E+14,5.00E+00,1.00E+02,1.42E+01
1.20E+00,1.00E+14,5.00E+00,1.00E+03,2.47E+01
1.20E+00,1.00E+14,5.00E+00,1.00E+04,2.57E+01
1.20E+00,1.00E+14,5.00E+00,1.00E+05,2.58E+01
1.20E+00,1.00E+14,5.00E+00,1.00E+06,2.58E+01
1.20E+00,1.00E+14,5.00E+00,1.00E+07,2.58E+01
1.20E+00,1.00E+15,5.00E+00,1.00E+02,1.36E+01
1.20E+00,1.00E+15,5.00E+00,1.00E+03,2.29E+01
1.20E+00,1.00E+15,5.00E+00,1.00E+04,2.39E+01
1.20E+00,1.00E+15,5.00E+00,1.00E+05,2.40E+01
1.20E+00,1.00E+15,5.00E+00,1.00E+06,2.40E+01
1.20E+00,1.00E+15,5.00E+00,1.00E+07,2.40E+01
1.20E+00,1.00E+16,5.00E+00,1.00E+02,1.19E+01
1.20E+00,1.00E+16,5.00E+00,1.00E+03,1.98E+01
1.20E+00,1.00E+16,5.00E+00,1.00E+04,2.06E+01
1.20E+00,1.00E+16,5.00E+00,1.00E+05,2.07E+01
1.20E+00,1.00E+16,5.00E+00,1.00E+06,2.07E+01
1.20E+00,1.00E+16,5.00E+00,1.00E+07,2.07E+01
1.20E+00,1.00E+17,5.00E+00,1.00E+02,9.57E+00
1.20E+00,1.00E+17,5.00E+00,1.00E+03,1.53E+01
1.20E+00,1.00E+17,5.00E+00,1.00E+04,1.59E+01
1.20E+00,1.00E+17,5.00E+00,1.00E+05,1.60E+01
1.20E+00,1.00E+17,5.00E+00,1.00E+06,1.60E+01
1.20E+00,1.00E+17,5.00E+00,1.00E+07,1.60E+01
1.30E+00,1.00E+13,5.00E+00,1.00E+02,1.45E+01
1.30E+00,1.00E+13,5.00E+00,1.00E+03,2.60E+01
1.30E+00,1.00E+13,5.00E+00,1.00E+04,2.71E+01
1.30E+00,1.00E+13,5.00E+00,1.00E+05,2.73E+01
1.30E+00,1.00E+13,5.00E+00,1.00E+06,2.73E+01
1.30E+00,1.00E+13,5.00E+00,1.00E+07,2.73E+01
1.30E+00,1.00E+14,5.00E+00,1.00E+02,1.43E+01
1.30E+00,1.00E+14,5.00E+00,1.00E+03,2.47E+01
1.30E+00,1.00E+14,5.00E+00,1.00E+04,2.57E+01
1.30E+00,1.00E+14,5.00E+00,1.00E+05,2.58E+01
1.30E+00,1.00E+14,5.00E+00,1.00E+06,2.58E+01
1.30E+00,1.00E+14,5.00E+00,1.00E+07,2.58E+01
1.30E+00,1.00E+15,5.00E+00,1.00E+02,1.36E+01
1.30E+00,1.00E+15,5.00E+00,1.00E+03,2.29E+01
1.30E+00,1.00E+15,5.00E+00,1.00E+04,2.38E+01
1.30E+00,1.00E+15,5.00E+00,1.00E+05,2.39E+01
1.30E+00,1.00E+15,5.00E+00,1.00E+06,2.39E+01
1.30E+00,1.00E+15,5.00E+00,1.00E+07,2.39E+01
1.30E+00,1.00E+16,5.00E+00,1.00E+02,1.19E+01
1.30E+00,1.00E+16,5.00E+00,1.00E+03,1.97E+01
1.30E+00,1.00E+16,5.00E+00,1.00E+04,2.05E+01
1.30E+00,1.00E+16,5.00E+00,1.00E+05,2.06E+01
1.30E+00,1.00E+16,5.00E+00,1.00E+06,2.06E+01
1.30E+00,1.00E+16,5.00E+00,1.00E+07,2.06E+01
1.30E+00,1.00E+17,5.00E+00,1.00E+02,9.57E+00
1.30E+00,1.00E+17,5.00E+00,1.00E+03,1.53E+01
1.30E+00,1.00E+17,5.00E+00,1.00E+04,1.59E+01
1.30E+00,1.00E+17,5.00E+00,1.00E+05,1.60E+01
1.30E+00,1.00E+17,5.00E+00,1.00E+06,1.60E+01
1.30E+00,1.00E+17,5.00E+00,1.00E+07,1.60E+01
1.40E+00,1.00E+13,5.00E+00,1.00E+02,1.45E+01
1.40E+00,1.00E+13,5.00E+00,1.00E+03,2.60E+01
1.40E+00,1.00E+13,5.00E+00,1.00E+04,2.72E+01
1.40E+00,1.00E+13,5.00E+00,1.00E+05,2.73E+01
1.40E+00,1.00E+13,5.00E+00,1.00E+06,2.73E+01
1.40E+00,1.00E+13,5.00E+00,1.00E+07,2.73E+01
1.40E+00,1.00E+14,5.00E+00,1.00E+02,1.43E+01
1.40E+00,1.00E+14,5.00E+00,1.00E+03,2.47E+01
1.40E+00,1.00E+14,5.00E+00,1.00E+04,2.57E+01
1.40E+00,1.00E+14,5.00E+00,1.00E+05,2.58E+01
1.40E+00,1.00E+14,5.00E+00,1.00E+06,2.58E+01
1.40E+00,1.00E+14,5.00E+00,1.00E+07,2.58E+01
1.40E+00,1.00E+15,5.00E+00,1.00E+02,1.37E+01
1.40E+00,1.00E+15,5.00E+00,1.00E+03,2.29E+01
1.40E+00,1.00E+15,5.00E+00,1.00E+04,2.38E+01
1.40E+00,1.00E+15,5.00E+00,1.00E+05,2.39E+01
1.40E+00,1.00E+15,5.00E+00,1.00E+06,2.39E+01
1.40E+00,1.00E+15,5.00E+00,1.00E+07,2.39E+01
1.40E+00,1.00E+16,5.00E+00,1.00E+02,1.18E+01
1.40E+00,1.00E+16,5.00E+00,1.00E+03,1.97E+01
1.40E+00,1.00E+16,5.00E+00,1.00E+04,2.05E+01
1.40E+00,1.00E+16,5.00E+00,1.00E+05,2.06E+01
1.40E+00,1.00E+16,5.00E+00,1.00E+06,2.06E+01
1.40E+00,1.00E+16,5.00E+00,1.00E+07,2.06E+01
1.40E+00,1.00E+17,5.00E+00,1.00E+02,9.56E+00
1.40E+00,1.00E+17,5.00E+00,1.00E+03,1.53E+01
1.40E+00,1.00E+17,5.00E+00,1.00E+04,1.59E+01
1.40E+00,1.00E+17,5.00E+00,1.00E+05,1.60E+01
1.40E+00,1.00E+17,5.00E+00,1.00E+06,1.60E+01
1.40E+00,1.00E+17,5.00E+00,1.00E+07,1.60E+01
3.00E-01,1.00E+13,6.00E+00,1.00E+02,9.69E+00
3.00E-01,1.00E+13,6.00E+00,1.00E+03,2.16E+01
3.00E-01,1.00E+13,6.00E+00,1.00E+04,2.28E+01
3.00E-01,1.00E+13,6.00E+00,1.00E+05,2.29E+01
3.00E-01,1.00E+13,6.00E+00,1.00E+06,2.29E+01
3.00E-01,1.00E+13,6.00E+00,1.00E+07,2.29E+01
3.00E-01,1.00E+14,6.00E+00,1.00E+02,9.68E+00
3.00E-01,1.00E+14,6.00E+00,1.00E+03,2.07E+01
3.00E-01,1.00E+14,6.00E+00,1.00E+04,2.18E+01
3.00E-01,1.00E+14,6.00E+00,1.00E+05,2.19E+01
3.00E-01,1.00E+14,6.00E+00,1.00E+06,2.20E+01
3.00E-01,1.00E+14,6.00E+00,1.00E+07,2.20E+01
3.00E-01,1.00E+15,6.00E+00,1.00E+02,9.62E+00
3.00E-01,1.00E+15,6.00E+00,1.00E+03,1.95E+01
3.00E-01,1.00E+15,6.00E+00,1.00E+04,2.05E+01
3.00E-01,1.00E+15,6.00E+00,1.00E+05,2.06E+01
3.00E-01,1.00E+15,6.00E+00,1.00E+06,2.06E+01
3.00E-01,1.00E+15,6.00E+00,1.00E+07,2.06E+01
3.00E-01,1.00E+16,6.00E+00,1.00E+02,9.33E+00
3.00E-01,1.00E+16,6.00E+00,1.00E+03,1.77E+01
3.00E-01,1.00E+16,6.00E+00,1.00E+04,1.85E+01
3.00E-01,1.00E+16,6.00E+00,1.00E+05,1.86E+01
3.00E-01,1.00E+16,6.00E+00,1.00E+06,1.86E+01
3.00E-01,1.00E+16,6.00E+00,1.00E+07,1.86E+01
3.00E-01,1.00E+17,6.00E+00,1.00E+02,8.61E+00
3.00E-01,1.00E+17,6.00E+00,1.00E+03,1.44E+01
3.00E-01,1.00E+17,6.00E+00,1.00E+04,1.50E+01
3.00E-01,1.00E+17,6.00E+00,1.00E+05,1.51E+01
3.00E-01,1.00E+17,6.00E+00,1.00E+06,1.51E+01
3.00E-01,1.00E+17,6.00E+00,1.00E+07,1.51E+01
4.00E-01,1.00E+13,6.00E+00,1.00E+02,1.11E+01
4.00E-01,1.00E+13,6.00E+00,1.00E+03,2.30E+01
4.00E-01,1.00E+13,6.00E+00,1.00E+04,2.42E+01
4.00E-01,1.00E+13,6.00E+00,1.00E+05,2.43E+01
4.00E-01,1.00E+13,6.00E+00,1.00E+06,2.43E+01
4.00E-01,1.00E+13,6.00E+00,1.00E+07,2.43E+01
4.00E-01,1.00E+14,6.00E+00,1.00E+02,1.11E+01
4.00E-01,1.00E+14,6.00E+00,1.00E+03,2.20E+01
4.00E-01,1.00E+14,6.00E+00,1.00E+04,2.31E+01
4.00E-01,1.00E+14,6.00E+00,1.00E+05,2.32E+01
4.00E-01,1.00E+14,6.00E+00,1.00E+06,2.32E+01
4.00E-01,1.00E+14,6.00E+00,1.00E+07,2.32E+01
4.00E-01,1.00E+15,6.00E+00,1.00E+02,1.10E+01
4.00E-01,1.00E+15,6.00E+00,1.00E+03,2.07E+01
4.00E-01,1.00E+15,6.00E+00,1.00E+04,2.17E+01
4.00E-01,1.00E+15,6.00E+00,1.00E+05,2.18E+01
4.00E-01,1.00E+15,6.00E+00,1.00E+06,2.18E+01
4.00E-01,1.00E+15,6.00E+00,1.00E+07,2.18E+01
4.00E-01,1.00E+16,6.00E+00,1.00E+02,1.05E+01
4.00E-01,1.00E+16,6.00E+00,1.00E+03,1.87E+01
4.00E-01,1.00E+16,6.00E+00,1.00E+04,1.95E+01
4.00E-01,1.00E+16,6.00E+00,1.00E+05,1.96E+01
4.00E-01,1.00E+16,6.00E+00,1.00E+06,1.96E+01
4.00E-01,1.00E+16,6.00E+00,1.00E+07,1.96E+01
4.00E-01,1.00E+17,6.00E+00,1.00E+02,9.31E+00
4.00E-01,1.00E+17,6.00E+00,1.00E+03,1.50E+01
4.00E-01,1.00E+17,6.00E+00,1.00E+04,1.56E+01
4.00E-01,1.00E+17,6.00E+00,1.00E+05,1.57E+01
4.00E-01,1.00E+17,6.00E+00,1.00E+06,1.57E+01
4.00E-01,1.00E+17,6.00E+00,1.00E+07,1.57E+01
5.00E-01,1.00E+13,6.00E+00,1.00E+02,1.21E+01
5.00E-01,1.00E+13,6.00E+00,1.00E+03,2.39E+01
5.00E-01,1.00E+13,6.00E+00,1.00E+04,2.50E+01
5.00E-01,1.00E+13,6.00E+00,1.00E+05,2.52E+01
5.00E-01,1.00E+13,6.00E+00,1.00E+06,2.52E+01
5.00E-01,1.00E+13,6.00E+00,1.00E+07,2.52E+01
5.00E-01,1.00E+14,6.00E+00,1.00E+02,1.21E+01
5.00E-01,1.00E+14,6.00E+00,1.00E+03,2.28E+01
5.00E-01,1.00E+14,6.00E+00,1.00E+04,2.38E+01
5.00E-01,1.00E+14,6.00E+00,1.00E+05,2.40E+01
5.00E-01,1.00E+14,6.00E+00,1.00E+06,2.40E+01
5.00E-01,1.00E+14,6.00E+00,1.00E+07,2.40E+01
5.00E-01,1.00E+15,6.00E+00,1.00E+02,1.19E+01
5.00E-01,1.00E+15,6.00E+00,1.00E+03,2.14E+01
5.00E-01,1.00E+15,6.00E+00,1.00E+04,2.24E+01
5.00E-01,1.00E+15,6.00E+00,1.00E+05,2.25E+01
5.00E-01,1.00E+15,6.00E+00,1.00E+06,2.25E+01
5.00E-01,1.00E+15,6.00E+00,1.00E+07,2.25E+01
5.00E-01,1.00E+16,6.00E+00,1.00E+02,1.11E+01
5.00E-01,1.00E+16,6.00E+00,1.00E+03,1.92E+01
5.00E-01,1.00E+16,6.00E+00,1.00E+04,2.00E+01
5.00E-01,1.00E+16,6.00E+00,1.00E+05,2.01E+01
5.00E-01,1.00E+16,6.00E+00,1.00E+06,2.01E+01
5.00E-01,1.00E+16,6.00E+00,1.00E+07,2.01E+01
5.00E-01,1.00E+17,6.00E+00,1.00E+02,9.55E+00
5.00E-01,1.00E+17,6.00E+00,1.00E+03,1.52E+01
5.00E-01,1.00E+17,6.00E+00,1.00E+04,1.57E+01
5.00E-01,1.00E+17,6.00E+00,1.00E+05,1.58E+01
5.00E-01,1.00E+17,6.00E+00,1.00E+06,1.58E+01
5.00E-01,1.00E+17,6.00E+00,1.00E+07,1.58E+01
6.00E-01,1.00E+13,6.00E+00,1.00E+02,1.28E+01
6.00E-01,1.00E+13,6.00E+00,1.00E+03,2.44E+01
6.00E-01,1.00E+13,6.00E+00,1.00E+04,2.56E+01
6.00E-01,1.00E+13,6.00E+00,1.00E+05,2.57E+01
6.00E-01,1.00E+13,6.00E+00,1.00E+06,2.57E+01
6.00E-01,1.00E+13,6.00E+00,1.00E+07,2.57E+01
6.00E-01,1.00E+14,6.00E+00,1.00E+02,1.27E+01
6.00E-01,1.00E+14,6.00E+00,1.00E+03,2.33E+01
6.00E-01,1.00E+14,6.00E+00,1.00E+04,2.43E+01
6.00E-01,1.00E+14,6.00E+00,1.00E+05,2.44E+01
6.00E-01,1.00E+14,6.00E+00,1.00E+06,2.45E+01
6.00E-01,1.00E+14,6.00E+00,1.00E+07,2.45E+01
6.00E-01,1.00E+15,6.00E+00,1.00E+02,1.24E+01
6.00E-01,1.00E+15,6.00E+00,1.00E+03,2.19E+01
6.00E-01,1.00E+15,6.00E+00,1.00E+04,2.28E+01
6.00E-01,1.00E+15,6.00E+00,1.00E+05,2.29E+01
6.00E-01,1.00E+15,6.00E+00,1.00E+06,2.29E+01
6.00E-01,1.00E+15,6.00E+00,1.00E+07,2.29E+01
6.00E-01,1.00E+16,6.00E+00,1.00E+02,1.15E+01
6.00E-01,1.00E+16,6.00E+00,1.00E+03,1.95E+01
6.00E-01,1.00E+16,6.00E+00,1.00E+04,2.03E+01
6.00E-01,1.00E+16,6.00E+00,1.00E+05,2.04E+01
6.00E-01,1.00E+16,6.00E+00,1.00E+06,2.04E+01
6.00E-01,1.00E+16,6.00E+00,1.00E+07,2.04E+01
6.00E-01,1.00E+17,6.00E+00,1.00E+02,9.56E+00
6.00E-01,1.00E+17,6.00E+00,1.00E+03,1.51E+01
6.00E-01,1.00E+17,6.00E+00,1.00E+04,1.57E+01
6.00E-01,1.00E+17,6.00E+00,1.00E+05,1.58E+01
6.00E-01,1.00E+17,6.00E+00,1.00E+06,1.58E+01
6.00E-01,1.00E+17,6.00E+00,1.00E+07,1.58E+01
7.00E-01,1.00E+13,6.00E+00,1.00E+02,1.33E+01
7.00E-01,1.00E+13,6.00E+00,1.00E+03,2.48E+01
7.00E-01,1.00E+13,6.00E+00,1.00E+04,2.59E+01
7.00E-01,1.00E+13,6.00E+00,1.00E+05,2.61E+01
7.00E-01,1.00E+13,6.00E+00,1.00E+06,2.61E+01
7.00E-01,1.00E+13,6.00E+00,1.00E+07,2.61E+01
7.00E-01,1.00E+14,6.00E+00,1.00E+02,1.32E+01
7.00E-01,1.00E+14,6.00E+00,1.00E+03,2.36E+01
7.00E-01,1.00E+14,6.00E+00,1.00E+04,2.46E+01
7.00E-01,1.00E+14,6.00E+00,1.00E+05,2.47E+01
7.00E-01,1.00E+14,6.00E+00,1.00E+06,2.48E+01
7.00E-01,1.00E+14,6.00E+00,1.00E+07,2.48E+01
7.00E-01,1.00E+15,6.00E+00,1.00E+02,1.28E+01
7.00E-01,1.00E+15,6.00E+00,1.00E+03,2.21E+01
7.00E-01,1.00E+15,6.00E+00,1.00E+04,2.30E+01
7.00E-01,1.00E+15,6.00E+00,1.00E+05,2.31E+01
7.00E-01,1.00E+15,6.00E+00,1.00E+06,2.31E+01
7.00E-01,1.00E+15,6.00E+00,1.00E+07,2.31E+01
7.00E-01,1.00E+16,6.00E+00,1.00E+02,1.17E+01
7.00E-01,1.00E+16,6.00E+00,1.00E+03,1.96E+01
7.00E-01,1.00E+16,6.00E+00,1.00E+04,2.04E+01
7.00E-01,1.00E+16,6.00E+00,1.00E+05,2.05E+01
7.00E-01,1.00E+16,6.00E+00,1.00E+06,2.05E+01
7.00E-01,1.00E+16,6.00E+00,1.00E+07,2.05E+01
7.00E-01,1.00E+17,6.00E+00,1.00E+02,9.52E+00
7.00E-01,1.00E+17,6.00E+00,1.00E+03,1.51E+01
7.00E-01,1.00E+17,6.00E+00,1.00E+04,1.56E+01
7.00E-01,1.00E+17,6.00E+00,1.00E+05,1.57E+01
7.00E-01,1.00E+17,6.00E+00,1.00E+06,1.57E+01
7.00E-01,1.00E+17,6.00E+00,1.00E+07,1.57E+01
8.00E-01,1.00E+13,6.00E+00,1.00E+02,1.36E+01
8.00E-01,1.00E+13,6.00E+00,1.00E+03,2.51E+01
8.00E-01,1.00E+13,6.00E+00,1.00E+04,2.62E+01
8.00E-01,1.00E+13,6.00E+00,1.00E+05,2.63E+01
8.00E-01,1.00E+13,6.00E+00,1.00E+06,2.63E+01
8.00E-01,1.00E+13,6.00E+00,1.00E+07,2.63E+01
8.00E-01,1.00E+14,6.00E+00,1.00E+02,1.35E+01
8.00E-01,1.00E+14,6.00E+00,1.00E+03,2.38E+01
8.00E-01,1.00E+14,6.00E+00,1.00E+04,2.48E+01
8.00E-01,1.00E+14,6.00E+00,1.00E+05,2.49E+01
8.00E-01,1.00E+14,6.00E+00,1.00E+06,2.50E+01
8.00E-01,1.00E+14,6.00E+00,1.00E+07,2.50E+01
8.00E-01,1.00E+15,6.00E+00,1.00E+02,1.31E+01
8.00E-01,1.00E+15,6.00E+00,1.00E+03,2.23E+01
8.00E-01,1.00E+15,6.00E+00,1.00E+04,2.32E+01
8.00E-01,1.00E+15,6.00E+00,1.00E+05,2.33E+01
8.00E-01,1.00E+15,6.00E+00,1.00E+06,2.33E+01
8.00E-01,1.00E+15,6.00E+00,1.00E+07,2.33E+01
8.00E-01,1.00E+16,6.00E+00,1.00E+02,1.18E+01
8.00E-01,1.00E+16,6.00E+00,1.00E+03,1.96E+01
8.00E-01,1.00E+16,6.00E+00,1.00E+04,2.04E+01
8.00E-01,1.00E+16,6.00E+00,1.00E+05,2.05E+01
8.00E-01,1.00E+16,6.00E+00,1.00E+06,2.05E+01
8.00E-01,1.00E+16,6.00E+00,1.00E+07,2.05E+01
8.00E-01,1.00E+17,6.00E+00,1.00E+02,9.47E+00
8.00E-01,1.00E+17,6.00E+00,1.00E+03,1.50E+01
8.00E-01,1.00E+17,6.00E+00,1.00E+04,1.56E+01
8.00E-01,1.00E+17,6.00E+00,1.00E+05,1.57E+01
8.00E-01,1.00E+17,6.00E+00,1.00E+06,1.57E+01
8.00E-01,1.00E+17,6.00E+00,1.00E+07,1.57E+01
9.00E-01,1.00E+13,6.00E+00,1.00E+02,1.38E+01
9.00E-01,1.00E+13,6.00E+00,1.00E+03,2.52E+01
9.00E-01,1.00E+13,6.00E+00,1.00E+04,2.63E+01
9.00E-01,1.00E+13,6.00E+00,1.00E+05,2.65E+01
9.00E-01,1.00E+13,6.00E+00,1.00E+06,2.65E+01
9.00E-01,1.00E+13,6.00E+00,1.00E+07,2.65E+01
9.00E-01,1.00E+14,6.00E+00,1.00E+02,1.37E+01
9.00E-01,1.00E+14,6.00E+00,1.00E+03,2.40E+01
9.00E-01,1.00E+14,6.00E+00,1.00E+04,2.50E+01
9.00E-01,1.00E+14,6.00E+00,1.00E+05,2.51E+01
9.00E-01,1.00E+14,6.00E+00,1.00E+06,2.51E+01
9.00E-01,1.00E+14,6.00E+00,1.00E+07,2.51E+01
